ID;Edad;Tipo_Trabajo;Estado_Civil;Educacion;mora;Vivienda;Consumo;Contacto;Mes;Dia;Campana;Dias_Ultima_Camp;No_Contactos;Resultado_Anterior;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;prediccion
6948;26;empleado;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;wed;1;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6949;26;administrador negocio;casado;bachillerato;no;no;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6951;29;administrador negocio;single;bachillerato;no;si;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6952;46;empleado;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6954;46;empleado;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6962;53;administrador negocio;divorced;pregrado;no;si;no;telefono fijo;jun;wed;1;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6967;25;empleado;casado;bachillerato incompleto;unknown;si;no;telefono fijo;jun;wed;4;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6968;29;empleado;single;pregrado;no;no;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6970;45;administrador negocio;single;bachillerato;no;no;no;telefono fijo;jun;wed;6;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6971;56;administrador negocio;single;bachillerato incompleto;no;si;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6973;28;empleado;casado;primaria;unknown;si;no;telefono fijo;jun;wed;1;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6975;28;administrador negocio;casado;bachillerato;no;no;no;telefono fijo;jun;wed;3;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6984;24;tecnico;single;bachillerato;no;si;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6988;38;tecnico;casado;pregrado;unknown;no;no;telefono fijo;jun;wed;4;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6990;54;tecnico;casado;Estudiante Universitario;no;si;no;telefono fijo;jun;wed;6;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6992;40;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;wed;5;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
6995;46;empleado;casado;bachillerato;no;si;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
6997;30;empleado;casado;primaria;no;no;no;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
7000;36;tecnico;casado;bachillerato incompleto;no;si;si;telefono fijo;jun;wed;2;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;1
7002;37;empleado;single;unknown;no;no;no;telefono fijo;jun;wed;10;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
7007;42;empleado;casado;primaria;no;no;si;telefono fijo;jun;wed;1;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
7009;22;servicios;single;bachillerato;no;no;no;telefono fijo;jun;wed;1;999;0;sin contacto;1.4;94465.0;-41.8;4864.0;5228.1;0
7012;51;administrador negocio;casado;bachillerato;no;no;si;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7013;40;desempleado;divorced;bachillerato;no;no;si;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7014;35;servicios;divorced;bachillerato;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7022;37;empleado;casado;Estudiante Universitario;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7028;23;servicios;single;Estudiante Universitario;unknown;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7033;31;servicios;single;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7036;35;empleado;casado;preescolar;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7038;37;administrador negocio;casado;pregrado;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7044;35;empleado;casado;unknown;no;no;si;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7051;32;empleado;casado;bachillerato incompleto;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7054;29;servicios;single;bachillerato;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7056;36;tecnico;casado;Estudiante Universitario;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7057;32;administrador negocio;casado;pregrado;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7060;50;ama de casa;casado;unknown;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7069;28;unknown;single;unknown;unknown;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7076;52;empleado;divorciado;preescolar;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7085;58;pensionado;casado;preescolar;unknown;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7086;31;empleado;divorced;bachillerato incompleto;no;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7087;27;administrador negocio;single;pregrado;no;no;si;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7089;33;servicios;casado;bachillerato;no;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7090;40;emprendedor;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7091;36;vendedor ambulante;divorciado;preescolar;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7095;32;servicios;single;bachillerato incompleto;no;no;si;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7098;30;empleado;casado;bachillerato incompleto;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7104;41;Vive de los arriendos;casado;pregrado;no;si;no;telefono fijo;jun;thu;8;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7105;39;servicios;divorced;bachillerato;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7108;43;empleado;casado;preescolar;unknown;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7110;29;empleado;single;primaria;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7111;37;servicios;casado;bachillerato;unknown;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7112;45;empleado;casado;unknown;unknown;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7120;28;tecnico;single;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7123;39;empleado;casado;primaria;unknown;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7127;40;desempleado;divorced;bachillerato;no;no;si;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7128;42;ama de casa;divorciado;preescolar;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7130;47;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7131;56;pensionado;casado;bachillerato incompleto;unknown;si;no;telefono fijo;jun;thu;20;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7134;45;ama de casa;casado;Estudiante Universitario;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7135;56;tecnico;casado;Estudiante Universitario;unknown;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7137;29;emprendedor;divorced;bachillerato incompleto;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7145;55;pensionado;casado;Estudiante Universitario;no;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7152;31;ama de casa;divorced;bachillerato;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7153;39;servicios;casado;bachillerato;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7161;56;emprendedor;casado;pregrado;unknown;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7169;46;empleado;casado;preescolar;unknown;si;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7171;41;empleado;casado;bachillerato incompleto;unknown;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7173;49;empleado;casado;preescolar;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7174;34;servicios;casado;bachillerato;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7177;31;administrador negocio;casado;pregrado;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7180;40;tecnico;casado;bachillerato incompleto;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7181;52;Vive de los arriendos;divorced;pregrado;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7184;39;administrador negocio;casado;bachillerato;unknown;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7189;48;Vive de los arriendos;casado;pregrado;no;no;si;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7191;40;administrador negocio;casado;bachillerato;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7197;36;empleado;single;bachillerato incompleto;no;si;no;telefono fijo;jun;thu;10;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7198;41;empleado;casado;preescolar;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7201;38;ama de casa;casado;bachillerato incompleto;unknown;unknown;unknown;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7204;34;servicios;divorced;Estudiante Universitario;unknown;si;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7205;43;administrador negocio;casado;pregrado;no;no;no;telefono fijo;jun;thu;4;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7207;52;Vive de los arriendos;casado;pregrado;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7209;26;ama de casa;casado;pregrado;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7212;50;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7214;41;empleado;divorced;Estudiante Universitario;no;unknown;unknown;telefono fijo;jun;thu;6;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7215;48;empleado;divorciado;preescolar;unknown;si;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7216;30;empleado;single;bachillerato incompleto;unknown;no;no;telefono fijo;jun;thu;4;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7218;34;emprendedor;casado;preescolar;no;no;no;telefono fijo;jun;thu;24;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7220;36;administrador negocio;casado;bachillerato;no;no;no;telefono fijo;jun;thu;4;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7226;39;administrador negocio;casado;bachillerato;no;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7230;30;tecnico;divorced;Estudiante Universitario;no;si;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7232;40;administrador negocio;casado;bachillerato;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7237;32;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7238;47;emprendedor;casado;Estudiante Universitario;unknown;unknown;unknown;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7239;32;servicios;single;primaria;no;unknown;unknown;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7242;39;administrador negocio;casado;pregrado;no;si;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7248;34;empleado;divorced;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;4;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7250;38;emprendedor;casado;pregrado;no;no;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7252;51;administrador negocio;casado;pregrado;no;no;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7254;38;Vive de los arriendos;casado;bachillerato;unknown;no;si;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7256;46;empleado;casado;bachillerato incompleto;unknown;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7257;38;administrador negocio;single;bachillerato;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7260;37;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;thu;5;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7261;40;administrador negocio;casado;pregrado;unknown;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7267;30;Vive de los arriendos;single;pregrado;no;no;no;telefono fijo;jun;thu;7;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7270;42;administrador negocio;casado;pregrado;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7275;39;empleado;casado;primaria;no;no;no;telefono fijo;jun;thu;5;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7277;23;empleado;casado;bachillerato;no;no;si;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7279;43;empleado;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7282;46;tecnico;casado;Estudiante Universitario;unknown;si;no;telefono fijo;jun;thu;2;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;1
7285;44;servicios;casado;bachillerato;no;si;no;telefono fijo;jun;thu;3;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7286;53;tecnico;casado;Estudiante Universitario;unknown;si;no;telefono fijo;jun;thu;6;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7291;32;ama de casa;casado;bachillerato;no;no;no;telefono fijo;jun;thu;1;999;0;sin contacto;1.4;94465.0;-41.8;4866.0;5228.1;0
7294;30;servicios;casado;bachillerato;unknown;no;si;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7298;48;administrador negocio;divorced;pregrado;no;no;no;telefono fijo;jun;fri;4;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7308;46;empleado;casado;bachillerato;unknown;no;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7320;54;Vive de los arriendos;casado;bachillerato;unknown;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7321;44;tecnico;casado;bachillerato incompleto;no;si;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7322;31;empleado;casado;unknown;no;no;no;telefono fijo;jun;fri;5;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7323;38;tecnico;casado;Estudiante Universitario;no;si;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7324;53;servicios;casado;bachillerato;unknown;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7327;40;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7334;58;tecnico;casado;unknown;no;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7336;42;empleado;casado;primaria;no;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7339;48;desempleado;casado;bachillerato;unknown;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7340;36;Vive de los arriendos;casado;pregrado;no;no;si;telefono fijo;jun;fri;5;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7342;27;servicios;single;Estudiante Universitario;no;no;no;telefono fijo;jun;fri;5;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7344;30;vendedor ambulante;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7349;51;servicios;casado;bachillerato;unknown;si;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7350;32;administrador negocio;single;pregrado;no;si;si;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7357;41;empleado;casado;preescolar;unknown;no;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7361;31;empleado;single;bachillerato;no;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7365;35;empleado;casado;preescolar;no;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7367;53;empleado;casado;preescolar;no;no;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7369;52;tecnico;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7370;41;empleado;casado;bachillerato;unknown;no;si;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7372;34;administrador negocio;single;bachillerato;no;si;no;telefono fijo;jun;fri;16;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7373;30;servicios;casado;bachillerato;no;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7377;34;empleado;casado;bachillerato incompleto;unknown;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7378;41;tecnico;casado;bachillerato incompleto;no;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7385;41;Vive de los arriendos;casado;unknown;no;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7386;32;empleado;casado;bachillerato;unknown;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7388;42;pensionado;casado;bachillerato incompleto;unknown;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7389;28;administrador negocio;single;pregrado;no;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7391;58;servicios;casado;bachillerato;unknown;si;si;telefono fijo;jun;fri;13;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7393;39;administrador negocio;single;bachillerato;no;si;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7394;37;empleado;casado;bachillerato incompleto;no;si;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7395;33;empleado;casado;Estudiante Universitario;no;si;no;telefono fijo;jun;fri;11;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7399;26;emprendedor;casado;pregrado;no;si;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7401;35;tecnico;single;pregrado;no;no;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7402;28;emprendedor;casado;bachillerato incompleto;no;si;si;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7403;43;Vive de los arriendos;casado;pregrado;no;no;no;telefono fijo;jun;fri;5;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7404;38;ama de casa;casado;bachillerato incompleto;no;si;si;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7409;35;administrador negocio;casado;bachillerato;unknown;no;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7410;52;emprendedor;casado;pregrado;unknown;no;si;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7412;35;pensionado;single;primaria;unknown;si;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7418;46;vendedor ambulante;single;bachillerato;no;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7421;40;empleado;casado;bachillerato incompleto;no;no;si;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7423;31;administrador negocio;casado;bachillerato;no;si;si;telefono fijo;jun;fri;4;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7424;36;emprendedor;casado;pregrado;unknown;unknown;unknown;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7429;40;empleado;casado;Estudiante Universitario;unknown;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7431;58;servicios;casado;preescolar;no;unknown;unknown;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7436;35;administrador negocio;casado;pregrado;no;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7439;40;administrador negocio;casado;pregrado;no;si;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7441;42;tecnico;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7449;35;empleado;casado;bachillerato incompleto;no;no;no;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7451;45;desempleado;casado;preescolar;no;si;si;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7453;46;empleado;casado;preescolar;no;no;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7456;45;emprendedor;casado;pregrado;unknown;no;no;telefono fijo;jun;fri;5;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7458;31;ama de casa;single;pregrado;no;no;si;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7461;37;emprendedor;casado;pregrado;unknown;si;no;telefono fijo;jun;fri;8;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7464;43;administrador negocio;casado;bachillerato;no;si;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7472;29;administrador negocio;single;bachillerato;no;si;no;telefono fijo;jun;fri;4;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7474;45;administrador negocio;divorced;bachillerato incompleto;no;si;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7477;38;tecnico;single;Estudiante Universitario;no;unknown;unknown;telefono fijo;jun;fri;3;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7478;30;empleado;casado;preescolar;unknown;no;si;telefono fijo;jun;fri;8;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
7481;49;ama de casa;casado;preescolar;unknown;si;no;telefono fijo;jun;fri;2;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;1
7489;33;tecnico;casado;Estudiante Universitario;no;no;no;telefono fijo;jun;fri;1;999;0;sin contacto;1.4;94465.0;-41.8;4967.0;5228.1;0
